,control,trial,covariance,p_value,sig_bins,total_bins,shuffled_ran,calculated_grid_spacing,grid_score,field_size,hd_score
166,False,17.0,65.0,0.00011447950895610617,19.0,100.0,True,52.81545585747935,1.0470652179817344,5.933726595969213,0.11143918145190279
167,False,17.0,135.0,0.08357287701541317,3.0,20.0,True,53.9725555649983,0.6933002300665791,7.099809072226031,0.06212088202139146
168,False,9.0,10.0,,,,False,52.13617538962346,1.0844229168143051,4.585209439685944,0.18004672438875763
169,False,13.0,95.0,0.000428797061176247,43.0,120.0,True,50.67715912423423,1.0851540437569687,5.206094181276915,0.036678434175921384
170,False,17.0,50.0,0.0027175589195451984,12.0,60.0,True,52.0772315278919,1.081766768350093,5.671814154787007,0.1383345502009851
171,False,4.0,60.0,0.08357287701541317,2.0,20.0,True,50.42081345529756,0.6961061460934813,6.225379726827448,0.026646551204162476
172,False,6.0,145.0,0.01440337435744516,15.0,40.0,True,50.9918381656236,0.9052816251145501,6.060439676322787,0.15883714566606005
173,False,3.0,125.0,0.000536299530926331,35.0,80.0,True,57.18034878891471,0.6145791345417024,5.8908832442597845,0.014699543549293481
174,False,12.0,110.0,0.00044943966824374245,39.0,120.0,True,51.06795866356478,1.0260809065349934,6.01849841340311,0.07865221934243445
175,False,5.0,120.0,0.000536299530926331,35.0,80.0,True,54.99459614094338,0.8154600311944279,6.425603655241478,0.12046207499121331
176,False,5.0,40.0,0.08357287701541317,7.0,20.0,True,52.81671749184603,1.0898866244946679,5.490268858042882,0.12615694376709669
177,False,4.0,145.0,0.014378938734372038,18.0,40.0,True,87.6834124162233,0.5623529671891675,7.6824208080306144,0.05209495979621127
178,False,7.0,85.0,4.650663710441662e-06,62.0,140.0,True,52.63760521622192,1.1510201067045127,5.536213331493574,0.2439165948263252
179,False,3.0,120.0,0.00010854035667974223,47.0,100.0,True,56.99470523808351,0.6518098284339622,5.8908832442597845,0.015154855456177401
180,False,12.0,85.0,0.0004289875974276592,33.0,120.0,True,51.35955239436575,1.069137661816701,5.804247889354599,0.08623009051105049
181,False,8.0,10.0,0.08357287701541317,7.0,20.0,True,51.437747063328544,1.0743524260118749,4.694396387418564,0.17599864149975447
182,False,4.0,120.0,0.00010854035667974223,35.0,100.0,True,52.48183589905775,0.321101180164956,7.276009789240356,0.04594262359856895
183,False,15.0,45.0,0.014378938734372038,16.0,40.0,True,54.54044116419803,1.0906106302031642,5.397206712473788,0.06596066161504849
